Token	POS-Tag	OOV	Id	Index	Documento
de	ADP	0	9	16	Empresas de tecnologia estão investindo bilhões no desenvolvimento de assistentes virtuais integrados a modelos de linguagem de grande escala .
grande	ADJ	0	9	17	Empresas de tecnologia estão investindo bilhões no desenvolvimento de assistentes virtuais integrados a modelos de linguagem de grande escala .
escala	NOUN	0	9	18	Empresas de tecnologia estão investindo bilhões no desenvolvimento de assistentes virtuais integrados a modelos de linguagem de grande escala .
.	PUNCT	0	9	19	Empresas de tecnologia estão investindo bilhões no desenvolvimento de assistentes virtuais integrados a modelos de linguagem de grande escala .
O	DET	0	10	0	O uso de redes neurais artificiais na indústria automobilística acelerou a homologação de sistemas de condução autônoma de nível quatro .
uso	NOUN	0	10	1	O uso de redes neurais artificiais na indústria automobilística acelerou a homologação de sistemas de condução autônoma de nível quatro .
de	ADP	0	10	2	O uso de redes neurais artificiais na indústria automobilística acelerou a homologação de sistemas de condução autônoma de nível quatro .
redes	NOUN	0	10	3	O uso de redes neurais artificiais na indústria automobilística acelerou a homologação de sistemas de condução autônoma de nível quatro .
neurais	ADJ	1	10	4	O uso de redes neurais artificiais na indústria automobilística acelerou a homologação de sistemas de condução autônoma de nível quatro .
artificiais	ADJ	0	10	5	O uso de redes neurais artificiais na indústria automobilística acelerou a homologação de sistemas de condução autônoma de nível quatro .
na	ADP	0	10	6	O uso de redes neurais artificiais na indústria automobilística acelerou a homologação de sistemas de condução autônoma de nível quatro .
indústria	NOUN	0	10	7	O uso de redes neurais artificiais na indústria automobilística acelerou a homologação de sistemas de condução autônoma de nível quatro .
automobilística	ADJ	1	10	8	O uso de redes neurais artificiais na indústria automobilística acelerou a homologação de sistemas de condução autônoma de nível quatro .
acelerou	VERB	1	10	9	O uso de redes neurais artificiais na indústria automobilística acelerou a homologação de sistemas de condução autônoma de nível quatro .
a	DET	0	10	10	O uso de redes neurais artificiais na indústria automobilística acelerou a homologação de sistemas de condução autônoma de nível quatro .
homologação	NOUN	1	10	11	O uso de redes neurais artificiais na indústria automobilística acelerou a homologação de sistemas de condução autônoma de nível quatro .
de	ADP	0	10	12	O uso de redes neurais artificiais na indústria automobilística acelerou a homologação de sistemas de condução autônoma de nível quatro .
sistemas	NOUN	0	10	13	O uso de redes neurais artificiais na indústria automobilística acelerou a homologação de sistemas de condução autônoma de nível quatro .
de	ADP	0	10	14	O uso de redes neurais artificiais na indústria automobilística acelerou a homologação de sistemas de condução autônoma de nível quatro .
condução	NOUN	0	10	15	O uso de redes neurais artificiais na indústria automobilística acelerou a homologação de sistemas de condução autônoma de nível quatro .
autônoma	ADJ	0	10	16	O uso de redes neurais artificiais na indústria automobilística acelerou a homologação de sistemas de condução autônoma de nível quatro .
de	ADP	0	10	17	O uso de redes neurais artificiais na indústria automobilística acelerou a homologação de sistemas de condução autônoma de nível quatro .
nível	NOUN	0	10	18	O uso de redes neurais artificiais na indústria automobilística acelerou a homologação de sistemas de condução autônoma de nível quatro .
quatro	NUM	0	10	19	O uso de redes neurais artificiais na indústria automobilística acelerou a homologação de sistemas de condução autônoma de nível quatro .
.	PUNCT	0	10	20	O uso de redes neurais artificiais na indústria automobilística acelerou a homologação de sistemas de condução autônoma de nível quatro .
Uma	DET	0	11	0	Uma nova pesquisa clínica publicada nesta semana indica que a prática regular de exercícios moderados pode reduzir o risco de doenças cardíacas em até trinta por cento .
nova	ADJ	0	11	1	Uma nova pesquisa clínica publicada nesta semana indica que a prática regular de exercícios moderados pode reduzir o risco de doenças cardíacas em até trinta por cento .
pesquisa	NOUN	0	11	2	Uma nova pesquisa clínica publicada nesta semana indica que a prática regular de exercícios moderados pode reduzir o risco de doenças cardíacas em até trinta por cento .
clínica	ADJ	0	11	3	Uma nova pesquisa clínica publicada nesta semana indica que a prática regular de exercícios moderados pode reduzir o risco de doenças cardíacas em até trinta por cento .
publicada	VERB	0	11	4	Uma nova pesquisa clínica publicada nesta semana indica que a prática regular de exercícios moderados pode reduzir o risco de doenças cardíacas em até trinta por cento .
nesta	ADP	0	11	5	Uma nova pesquisa clínica publicada nesta semana indica que a prática regular de exercícios moderados pode reduzir o risco de doenças cardíacas em até trinta por cento .
semana	NOUN	0	11	6	Uma nova pesquisa clínica publicada nesta semana indica que a prática regular de exercícios moderados pode reduzir o risco de doenças cardíacas em até trinta por cento .
indica	VERB	0	11	7	Uma nova pesquisa clínica publicada nesta semana indica que a prática regular de exercícios moderados pode reduzir o risco de doenças cardíacas em até trinta por cento .
que	SCONJ	0	11	8	Uma nova pesquisa clínica publicada nesta semana indica que a prática regular de exercícios moderados pode reduzir o risco de doenças cardíacas em até trinta por cento .
a	DET	0	11	9	Uma nova pesquisa clínica publicada nesta semana indica que a prática regular de exercícios moderados pode reduzir o risco de doenças cardíacas em até trinta por cento .
prática	NOUN	0	11	10	Uma nova pesquisa clínica publicada nesta semana indica que a prática regular de exercícios moderados pode reduzir o risco de doenças cardíacas em até trinta por cento .
regular	ADJ	0	11	11	Uma nova pesquisa clínica publicada nesta semana indica que a prática regular de exercícios moderados pode reduzir o risco de doenças cardíacas em até trinta por cento .
de	ADP	0	11	12	Uma nova pesquisa clínica publicada nesta semana indica que a prática regular de exercícios moderados pode reduzir o risco de doenças cardíacas em até trinta por cento .
exercícios	NOUN	0	11	13	Uma nova pesquisa clínica publicada nesta semana indica que a prática regular de exercícios moderados pode reduzir o risco de doenças cardíacas em até trinta por cento .
moderados	ADJ	1	11	14	Uma nova pesquisa clínica publicada nesta semana indica que a prática regular de exercícios moderados pode reduzir o risco de doenças cardíacas em até trinta por cento .
pode	VERB	0	11	15	Uma nova pesquisa clínica publicada nesta semana indica que a prática regular de exercícios moderados pode reduzir o risco de doenças cardíacas em até trinta por cento .
reduzir	VERB	0	11	16	Uma nova pesquisa clínica publicada nesta semana indica que a prática regular de exercícios moderados pode reduzir o risco de doenças cardíacas em até trinta por cento .
o	DET	0	11	17	Uma nova pesquisa clínica publicada nesta semana indica que a prática regular de exercícios moderados pode reduzir o risco de doenças cardíacas em até trinta por cento .
risco	NOUN	0	11	18	Uma nova pesquisa clínica publicada nesta semana indica que a prática regular de exercícios moderados pode reduzir o risco de doenças cardíacas em até trinta por cento .
de	ADP	0	11	19	Uma nova pesquisa clínica publicada nesta semana indica que a prática regular de exercícios moderados pode reduzir o risco de doenças cardíacas em até trinta por cento .
doenças	NOUN	0	11	20	Uma nova pesquisa clínica publicada nesta semana indica que a prática regular de exercícios moderados pode reduzir o risco de doenças cardíacas em até trinta por cento .
cardíacas	ADJ	1	11	21	Uma nova pesquisa clínica publicada nesta semana indica que a prática regular de exercícios moderados pode reduzir o risco de doenças cardíacas em até trinta por cento .
em	ADP	0	11	22	Uma nova pesquisa clínica publicada nesta semana indica que a prática regular de exercícios moderados pode reduzir o risco de doenças cardíacas em até trinta por cento .
até	ADP	0	11	23	Uma nova pesquisa clínica publicada nesta semana indica que a prática regular de exercícios moderados pode reduzir o risco de doenças cardíacas em até trinta por cento .
trinta	NUM	0	11	24	Uma nova pesquisa clínica publicada nesta semana indica que a prática regular de exercícios moderados pode reduzir o risco de doenças cardíacas em até trinta por cento .
por	ADP	0	11	25	Uma nova pesquisa clínica publicada nesta semana indica que a prática regular de exercícios moderados pode reduzir o risco de doenças cardíacas em até trinta por cento .
cento	NUM	0	11	26	Uma nova pesquisa clínica publicada nesta semana indica que a prática regular de exercícios moderados pode reduzir o risco de doenças cardíacas em até trinta por cento .
.	PUNCT	0	11	27	Uma nova pesquisa clínica publicada nesta semana indica que a prática regular de exercícios moderados pode reduzir o risco de doenças cardíacas em até trinta por cento .
A	DET	0	12	0	A organização mundial da saúde iniciou uma nova campanha global de vacinação para erradicar variantes locais de doenças sazonais na África subsariana .
organização	NOUN	0	12	1	A organização mundial da saúde iniciou uma nova campanha global de vacinação para erradicar variantes locais de doenças sazonais na África subsariana .
mundial	ADJ	0	12	2	A organização mundial da saúde iniciou uma nova campanha global de vacinação para erradicar variantes locais de doenças sazonais na África subsariana .
da	ADP	0	12	3	A organização mundial da saúde iniciou uma nova campanha global de vacinação para erradicar variantes locais de doenças sazonais na África subsariana .
saúde	NOUN	0	12	4	A organização mundial da saúde iniciou uma nova campanha global de vacinação para erradicar variantes locais de doenças sazonais na África subsariana .
iniciou	VERB	0	12	5	A organização mundial da saúde iniciou uma nova campanha global de vacinação para erradicar variantes locais de doenças sazonais na África subsariana .
uma	DET	0	12	6	A organização mundial da saúde iniciou uma nova campanha global de vacinação para erradicar variantes locais de doenças sazonais na África subsariana .
nova	ADJ	0	12	7	A organização mundial da saúde iniciou uma nova campanha global de vacinação para erradicar variantes locais de doenças sazonais na África subsariana .
campanha	NOUN	0	12	8	A organização mundial da saúde iniciou uma nova campanha global de vacinação para erradicar variantes locais de doenças sazonais na África subsariana .
global	ADJ	0	12	9	A organização mundial da saúde iniciou uma nova campanha global de vacinação para erradicar variantes locais de doenças sazonais na África subsariana .
de	ADP	0	12	10	A organização mundial da saúde iniciou uma nova campanha global de vacinação para erradicar variantes locais de doenças sazonais na África subsariana .
vacinação	NOUN	1	12	11	A organização mundial da saúde iniciou uma nova campanha global de vacinação para erradicar variantes locais de doenças sazonais na África subsariana .
para	SCONJ	0	12	12	A organização mundial da saúde iniciou uma nova campanha global de vacinação para erradicar variantes locais de doenças sazonais na África subsariana .
erradicar	VERB	1	12	13	A organização mundial da saúde iniciou uma nova campanha global de vacinação para erradicar variantes locais de doenças sazonais na África subsariana .
variantes	NOUN	0	12	14	A organização mundial da saúde iniciou uma nova campanha global de vacinação para erradicar variantes locais de doenças sazonais na África subsariana .
locais	ADJ	0	12	15	A organização mundial da saúde iniciou uma nova campanha global de vacinação para erradicar variantes locais de doenças sazonais na África subsariana .
de	ADP	0	12	16	A organização mundial da saúde iniciou uma nova campanha global de vacinação para erradicar variantes locais de doenças sazonais na África subsariana .
doenças	NOUN	0	12	17	A organização mundial da saúde iniciou uma nova campanha global de vacinação para erradicar variantes locais de doenças sazonais na África subsariana .
sazonais	ADJ	1	12	18	A organização mundial da saúde iniciou uma nova campanha global de vacinação para erradicar variantes locais de doenças sazonais na África subsariana .
na	ADP	0	12	19	A organização mundial da saúde iniciou uma nova campanha global de vacinação para erradicar variantes locais de doenças sazonais na África subsariana .
África	PROPN	0	12	20	A organização mundial da saúde iniciou uma nova campanha global de vacinação para erradicar variantes locais de doenças sazonais na África subsariana .
subsariana	ADJ	1	12	21	A organização mundial da saúde iniciou uma nova campanha global de vacinação para erradicar variantes locais de doenças sazonais na África subsariana .
.	PUNCT	0	12	22	A organização mundial da saúde iniciou uma nova campanha global de vacinação para erradicar variantes locais de doenças sazonais na África subsariana .
Cientistas	NOUN	1	13	0	Cientistas identificaram um novo marcador genético que pode ajudar no diagnóstico precoce e no tratamento personalizado de síndromes metabólicas de alta complexidade .
identificaram	VERB	1	13	1	Cientistas identificaram um novo marcador genético que pode ajudar no diagnóstico precoce e no tratamento personalizado de síndromes metabólicas de alta complexidade .
um	DET	0	13	2	Cientistas identificaram um novo marcador genético que pode ajudar no diagnóstico precoce e no tratamento personalizado de síndromes metabólicas de alta complexidade .
novo	ADJ	0	13	3	Cientistas identificaram um novo marcador genético que pode ajudar no diagnóstico precoce e no tratamento personalizado de síndromes metabólicas de alta complexidade .
marcador	NOUN	1	13	4	Cientistas identificaram um novo marcador genético que pode ajudar no diagnóstico precoce e no tratamento personalizado de síndromes metabólicas de alta complexidade .
genético	ADJ	0	13	5	Cientistas identificaram um novo marcador genético que pode ajudar no diagnóstico precoce e no tratamento personalizado de síndromes metabólicas de alta complexidade .
que	PRON	0	13	6	Cientistas identificaram um novo marcador genético que pode ajudar no diagnóstico precoce e no tratamento personalizado de síndromes metabólicas de alta complexidade .
pode	VERB	0	13	7	Cientistas identificaram um novo marcador genético que pode ajudar no diagnóstico precoce e no tratamento personalizado de síndromes metabólicas de alta complexidade .
ajudar	VERB	0	13	8	Cientistas identificaram um novo marcador genético que pode ajudar no diagnóstico precoce e no tratamento personalizado de síndromes metabólicas de alta complexidade .
no	ADP	0	13	9	Cientistas identificaram um novo marcador genético que pode ajudar no diagnóstico precoce e no tratamento personalizado de síndromes metabólicas de alta complexidade .
diagnóstico	NOUN	0	13	10	Cientistas identificaram um novo marcador genético que pode ajudar no diagnóstico precoce e no tratamento personalizado de síndromes metabólicas de alta complexidade .
precoce	ADJ	0	13	11	Cientistas identificaram um novo marcador genético que pode ajudar no diagnóstico precoce e no tratamento personalizado de síndromes metabólicas de alta complexidade .
e	CCONJ	0	13	12	Cientistas identificaram um novo marcador genético que pode ajudar no diagnóstico precoce e no tratamento personalizado de síndromes metabólicas de alta complexidade .
no	ADP	0	13	13	Cientistas identificaram um novo marcador genético que pode ajudar no diagnóstico precoce e no tratamento personalizado de síndromes metabólicas de alta complexidade .
tratamento	NOUN	0	13	14	Cientistas identificaram um novo marcador genético que pode ajudar no diagnóstico precoce e no tratamento personalizado de síndromes metabólicas de alta complexidade .
personalizado	VERB	1	13	15	Cientistas identificaram um novo marcador genético que pode ajudar no diagnóstico precoce e no tratamento personalizado de síndromes metabólicas de alta complexidade .
de	ADP	0	13	16	Cientistas identificaram um novo marcador genético que pode ajudar no diagnóstico precoce e no tratamento personalizado de síndromes metabólicas de alta complexidade .
síndromes	NOUN	1	13	17	Cientistas identificaram um novo marcador genético que pode ajudar no diagnóstico precoce e no tratamento personalizado de síndromes metabólicas de alta complexidade .
metabólicas	ADJ	1	13	18	Cientistas identificaram um novo marcador genético que pode ajudar no diagnóstico precoce e no tratamento personalizado de síndromes metabólicas de alta complexidade .
de	ADP	0	13	19	Cientistas identificaram um novo marcador genético que pode ajudar no diagnóstico precoce e no tratamento personalizado de síndromes metabólicas de alta complexidade .
alta	ADJ	0	13	20	Cientistas identificaram um novo marcador genético que pode ajudar no diagnóstico precoce e no tratamento personalizado de síndromes metabólicas de alta complexidade .
complexidade	NOUN	0	13	21	Cientistas identificaram um novo marcador genético que pode ajudar no diagnóstico precoce e no tratamento personalizado de síndromes metabólicas de alta complexidade .
.	PUNCT	0	13	22	Cientistas identificaram um novo marcador genético que pode ajudar no diagnóstico precoce e no tratamento personalizado de síndromes metabólicas de alta complexidade .
O	DET	0	14	0	O hospital universitário implementou um sistema de triagem baseado em aprendizado de máquina para reduzir o tempo de espera no pronto-socorro .
hospital	NOUN	0	14	1	O hospital universitário implementou um sistema de triagem baseado em aprendizado de máquina para reduzir o tempo de espera no pronto-socorro .
universitário	ADJ	0	14	2	O hospital universitário implementou um sistema de triagem baseado em aprendizado de máquina para reduzir o tempo de espera no pronto-socorro .
implementou	VERB	1	14	3	O hospital universitário implementou um sistema de triagem baseado em aprendizado de máquina para reduzir o tempo de espera no pronto-socorro .
um	DET	0	14	4	O hospital universitário implementou um sistema de triagem baseado em aprendizado de máquina para reduzir o tempo de espera no pronto-socorro .
sistema	NOUN	0	14	5	O hospital universitário implementou um sistema de triagem baseado em aprendizado de máquina para reduzir o tempo de espera no pronto-socorro .
de	ADP	0	14	6	O hospital universitário implementou um sistema de triagem baseado em aprendizado de máquina para reduzir o tempo de espera no pronto-socorro .
triagem	NOUN	1	14	7	O hospital universitário implementou um sistema de triagem baseado em aprendizado de máquina para reduzir o tempo de espera no pronto-socorro .
baseado	VERB	0	14	8	O hospital universitário implementou um sistema de triagem baseado em aprendizado de máquina para reduzir o tempo de espera no pronto-socorro .
em	ADP	0	14	9	O hospital universitário implementou um sistema de triagem baseado em aprendizado de máquina para reduzir o tempo de espera no pronto-socorro .
aprendizado	NOUN	0	14	10	O hospital universitário implementou um sistema de triagem baseado em aprendizado de máquina para reduzir o tempo de espera no pronto-socorro .
de	ADP	0	14	11	O hospital universitário implementou um sistema de triagem baseado em aprendizado de máquina para reduzir o tempo de espera no pronto-socorro .
máquina	NOUN	0	14	12	O hospital universitário implementou um sistema de triagem baseado em aprendizado de máquina para reduzir o tempo de espera no pronto-socorro .
para	SCONJ	0	14	13	O hospital universitário implementou um sistema de triagem baseado em aprendizado de máquina para reduzir o tempo de espera no pronto-socorro .
reduzir	VERB	0	14	14	O hospital universitário implementou um sistema de triagem baseado em aprendizado de máquina para reduzir o tempo de espera no pronto-socorro .
o	DET	0	14	15	O hospital universitário implementou um sistema de triagem baseado em aprendizado de máquina para reduzir o tempo de espera no pronto-socorro .
tempo	NOUN	0	14	16	O hospital universitário implementou um sistema de triagem baseado em aprendizado de máquina para reduzir o tempo de espera no pronto-socorro .
de	ADP	0	14	17	O hospital universitário implementou um sistema de triagem baseado em aprendizado de máquina para reduzir o tempo de espera no pronto-socorro .
espera	NOUN	0	14	18	O hospital universitário implementou um sistema de triagem baseado em aprendizado de máquina para reduzir o tempo de espera no pronto-socorro .
no	ADP	0	14	19	O hospital universitário implementou um sistema de triagem baseado em aprendizado de máquina para reduzir o tempo de espera no pronto-socorro .
pronto-socorro	NOUN	1	14	20	O hospital universitário implementou um sistema de triagem baseado em aprendizado de máquina para reduzir o tempo de espera no pronto-socorro .
.	PUNCT	0	14	21	O hospital universitário implementou um sistema de triagem baseado em aprendizado de máquina para reduzir o tempo de espera no pronto-socorro .
Nutricionistas	NOUN	1	15	0	Nutricionistas reforçam a importância de uma dieta equilibrada rica em alimentos integrais e gorduras saudáveis para a manutenção da microbiota intestinal .
reforçam	VERB	1	15	1	Nutricionistas reforçam a importância de uma dieta equilibrada rica em alimentos integrais e gorduras saudáveis para a manutenção da microbiota intestinal .
a	DET	0	15	2	Nutricionistas reforçam a importância de uma dieta equilibrada rica em alimentos integrais e gorduras saudáveis para a manutenção da microbiota intestinal .
importância	NOUN	0	15	3	Nutricionistas reforçam a importância de uma dieta equilibrada rica em alimentos integrais e gorduras saudáveis para a manutenção da microbiota intestinal .
de	ADP	0	15	4	Nutricionistas reforçam a importância de uma dieta equilibrada rica em alimentos integrais e gorduras saudáveis para a manutenção da microbiota intestinal .
uma	DET	0	15	5	Nutricionistas reforçam a importância de uma dieta equilibrada rica em alimentos integrais e gorduras saudáveis para a manutenção da microbiota intestinal .
dieta	NOUN	0	15	6	Nutricionistas reforçam a importância de uma dieta equilibrada rica em alimentos integrais e gorduras saudáveis para a manutenção da microbiota intestinal .
equilibrada	VERB	1	15	7	Nutricionistas reforçam a importância de uma dieta equilibrada rica em alimentos integrais e gorduras saudáveis para a manutenção da microbiota intestinal .
rica	ADJ	0	15	8	Nutricionistas reforçam a importância de uma dieta equilibrada rica em alimentos integrais e gorduras saudáveis para a manutenção da microbiota intestinal .
em	ADP	0	15	9	Nutricionistas reforçam a importância de uma dieta equilibrada rica em alimentos integrais e gorduras saudáveis para a manutenção da microbiota intestinal .
alimentos	NOUN	0	15	10	Nutricionistas reforçam a importância de uma dieta equilibrada rica em alimentos integrais e gorduras saudáveis para a manutenção da microbiota intestinal .
integrais	ADJ	1	15	11	Nutricionistas reforçam a importância de uma dieta equilibrada rica em alimentos integrais e gorduras saudáveis para a manutenção da microbiota intestinal .
e	CCONJ	0	15	12	Nutricionistas reforçam a importância de uma dieta equilibrada rica em alimentos integrais e gorduras saudáveis para a manutenção da microbiota intestinal .
gorduras	NOUN	1	15	13	Nutricionistas reforçam a importância de uma dieta equilibrada rica em alimentos integrais e gorduras saudáveis para a manutenção da microbiota intestinal .
saudáveis	ADJ	1	15	14	Nutricionistas reforçam a importância de uma dieta equilibrada rica em alimentos integrais e gorduras saudáveis para a manutenção da microbiota intestinal .
para	ADP	0	15	15	Nutricionistas reforçam a importância de uma dieta equilibrada rica em alimentos integrais e gorduras saudáveis para a manutenção da microbiota intestinal .
a	DET	0	15	16	Nutricionistas reforçam a importância de uma dieta equilibrada rica em alimentos integrais e gorduras saudáveis para a manutenção da microbiota intestinal .
manutenção	NOUN	0	15	17	Nutricionistas reforçam a importância de uma dieta equilibrada rica em alimentos integrais e gorduras saudáveis para a manutenção da microbiota intestinal .
da	ADP	0	15	18	Nutricionistas reforçam a importância de uma dieta equilibrada rica em alimentos integrais e gorduras saudáveis para a manutenção da microbiota intestinal .
microbiota	NOUN	1	15	19	Nutricionistas reforçam a importância de uma dieta equilibrada rica em alimentos integrais e gorduras saudáveis para a manutenção da microbiota intestinal .
intestinal	ADJ	1	15	20	Nutricionistas reforçam a importância de uma dieta equilibrada rica em alimentos integrais e gorduras saudáveis para a manutenção da microbiota intestinal .
.	PUNCT	0	15	21	Nutricionistas reforçam a importância de uma dieta equilibrada rica em alimentos integrais e gorduras saudáveis para a manutenção da microbiota intestinal .
A	DET	0	16	0	A semana de moda de Milão destacou coleções focadas em sustentabilidade , utilizando tecidos reciclados e processos de tingimento ecológico .
semana	NOUN	0	16	1	A semana de moda de Milão destacou coleções focadas em sustentabilidade , utilizando tecidos reciclados e processos de tingimento ecológico .
de	ADP	0	16	2	A semana de moda de Milão destacou coleções focadas em sustentabilidade , utilizando tecidos reciclados e processos de tingimento ecológico .
moda	NOUN	0	16	3	A semana de moda de Milão destacou coleções focadas em sustentabilidade , utilizando tecidos reciclados e processos de tingimento ecológico .
de	ADP	0	16	4	A semana de moda de Milão destacou coleções focadas em sustentabilidade , utilizando tecidos reciclados e processos de tingimento ecológico .
Milão	PROPN	0	16	5	A semana de moda de Milão destacou coleções focadas em sustentabilidade , utilizando tecidos reciclados e processos de tingimento ecológico .
destacou	VERB	0	16	6	A semana de moda de Milão destacou coleções focadas em sustentabilidade , utilizando tecidos reciclados e processos de tingimento ecológico .
coleções	NOUN	0	16	7	A semana de moda de Milão destacou coleções focadas em sustentabilidade , utilizando tecidos reciclados e processos de tingimento ecológico .
focadas	VERB	1	16	8	A semana de moda de Milão destacou coleções focadas em sustentabilidade , utilizando tecidos reciclados e processos de tingimento ecológico .
em	ADP	0	16	9	A semana de moda de Milão destacou coleções focadas em sustentabilidade , utilizando tecidos reciclados e processos de tingimento ecológico .
sustentabilidade	NOUN	1	16	10	A semana de moda de Milão destacou coleções focadas em sustentabilidade , utilizando tecidos reciclados e processos de tingimento ecológico .
,	PUNCT	0	16	11	A semana de moda de Milão destacou coleções focadas em sustentabilidade , utilizando tecidos reciclados e processos de tingimento ecológico .
utilizando	VERB	0	16	12	A semana de moda de Milão destacou coleções focadas em sustentabilidade , utilizando tecidos reciclados e processos de tingimento ecológico .
tecidos	NOUN	0	16	13	A semana de moda de Milão destacou coleções focadas em sustentabilidade , utilizando tecidos reciclados e processos de tingimento ecológico .
reciclados	VERB	1	16	14	A semana de moda de Milão destacou coleções focadas em sustentabilidade , utilizando tecidos reciclados e processos de tingimento ecológico .
e	CCONJ	0	16	15	A semana de moda de Milão destacou coleções focadas em sustentabilidade , utilizando tecidos reciclados e processos de tingimento ecológico .
processos	NOUN	0	16	16	A semana de moda de Milão destacou coleções focadas em sustentabilidade , utilizando tecidos reciclados e processos de tingimento ecológico .
de	ADP	0	16	17	A semana de moda de Milão destacou coleções focadas em sustentabilidade , utilizando tecidos reciclados e processos de tingimento ecológico .
tingimento	NOUN	1	16	18	A semana de moda de Milão destacou coleções focadas em sustentabilidade , utilizando tecidos reciclados e processos de tingimento ecológico .
ecológico	ADJ	1	16	19	A semana de moda de Milão destacou coleções focadas em sustentabilidade , utilizando tecidos reciclados e processos de tingimento ecológico .
.	PUNCT	0	16	20	A semana de moda de Milão destacou coleções focadas em sustentabilidade , utilizando tecidos reciclados e processos de tingimento ecológico .
O	DET	0	17	0	O estilo retrô dos anos noventa continua influenciando as novas coleções de roupas urbanas e acessórios de grandes marcas internacionais .
estilo	NOUN	0	17	1	O estilo retrô dos anos noventa continua influenciando as novas coleções de roupas urbanas e acessórios de grandes marcas internacionais .
retrô	ADJ	1	17	2	O estilo retrô dos anos noventa continua influenciando as novas coleções de roupas urbanas e acessórios de grandes marcas internacionais .
dos	ADP	0	17	3	O estilo retrô dos anos noventa continua influenciando as novas coleções de roupas urbanas e acessórios de grandes marcas internacionais .
anos	NOUN	0	17	4	O estilo retrô dos anos noventa continua influenciando as novas coleções de roupas urbanas e acessórios de grandes marcas internacionais .
noventa	NUM	1	17	5	O estilo retrô dos anos noventa continua influenciando as novas coleções de roupas urbanas e acessórios de grandes marcas internacionais .
continua	VERB	0	17	6	O estilo retrô dos anos noventa continua influenciando as novas coleções de roupas urbanas e acessórios de grandes marcas internacionais .
influenciando	VERB	1	17	7	O estilo retrô dos anos noventa continua influenciando as novas coleções de roupas urbanas e acessórios de grandes marcas internacionais .
as	DET	0	17	8	O estilo retrô dos anos noventa continua influenciando as novas coleções de roupas urbanas e acessórios de grandes marcas internacionais .
novas	ADJ	0	17	9	O estilo retrô dos anos noventa continua influenciando as novas coleções de roupas urbanas e acessórios de grandes marcas internacionais .
coleções	NOUN	0	17	10	O estilo retrô dos anos noventa continua influenciando as novas coleções de roupas urbanas e acessórios de grandes marcas internacionais .
de	ADP	0	17	11	O estilo retrô dos anos noventa continua influenciando as novas coleções de roupas urbanas e acessórios de grandes marcas internacionais .
roupas	NOUN	0	17	12	O estilo retrô dos anos noventa continua influenciando as novas coleções de roupas urbanas e acessórios de grandes marcas internacionais .
urbanas	ADJ	0	17	13	O estilo retrô dos anos noventa continua influenciando as novas coleções de roupas urbanas e acessórios de grandes marcas internacionais .
e	CCONJ	0	17	14	O estilo retrô dos anos noventa continua influenciando as novas coleções de roupas urbanas e acessórios de grandes marcas internacionais .
acessórios	NOUN	0	17	15	O estilo retrô dos anos noventa continua influenciando as novas coleções de roupas urbanas e acessórios de grandes marcas internacionais .
de	ADP	0	17	16	O estilo retrô dos anos noventa continua influenciando as novas coleções de roupas urbanas e acessórios de grandes marcas internacionais .
grandes	ADJ	0	17	17	O estilo retrô dos anos noventa continua influenciando as novas coleções de roupas urbanas e acessórios de grandes marcas internacionais .
marcas	NOUN	0	17	18	O estilo retrô dos anos noventa continua influenciando as novas coleções de roupas urbanas e acessórios de grandes marcas internacionais .
internacionais	ADJ	0	17	19	O estilo retrô dos anos noventa continua influenciando as novas coleções de roupas urbanas e acessórios de grandes marcas internacionais .
.	PUNCT	0	17	20	O estilo retrô dos anos noventa continua influenciando as novas coleções de roupas urbanas e acessórios de grandes marcas internacionais .
Uma	DET	0	18	0	Uma famosa estilista anunciou sua nova linha de alta costura inspirada na arquitetura brutalista e no uso de cores sóbrias e cortes assimétricos .
famosa	ADJ	0	18	1	Uma famosa estilista anunciou sua nova linha de alta costura inspirada na arquitetura brutalista e no uso de cores sóbrias e cortes assimétricos .
estilista	NOUN	1	18	2	Uma famosa estilista anunciou sua nova linha de alta costura inspirada na arquitetura brutalista e no uso de cores sóbrias e cortes assimétricos .
anunciou	VERB	0	18	3	Uma famosa estilista anunciou sua nova linha de alta costura inspirada na arquitetura brutalista e no uso de cores sóbrias e cortes assimétricos .
sua	DET	0	18	4	Uma famosa estilista anunciou sua nova linha de alta costura inspirada na arquitetura brutalista e no uso de cores sóbrias e cortes assimétricos .
nova	ADJ	0	18	5	Uma famosa estilista anunciou sua nova linha de alta costura inspirada na arquitetura brutalista e no uso de cores sóbrias e cortes assimétricos .
linha	NOUN	0	18	6	Uma famosa estilista anunciou sua nova linha de alta costura inspirada na arquitetura brutalista e no uso de cores sóbrias e cortes assimétricos .
de	ADP	0	18	7	Uma famosa estilista anunciou sua nova linha de alta costura inspirada na arquitetura brutalista e no uso de cores sóbrias e cortes assimétricos .
alta	ADJ	0	18	8	Uma famosa estilista anunciou sua nova linha de alta costura inspirada na arquitetura brutalista e no uso de cores sóbrias e cortes assimétricos .
costura	NOUN	1	18	9	Uma famosa estilista anunciou sua nova linha de alta costura inspirada na arquitetura brutalista e no uso de cores sóbrias e cortes assimétricos .
inspirada	VERB	0	18	10	Uma famosa estilista anunciou sua nova linha de alta costura inspirada na arquitetura brutalista e no uso de cores sóbrias e cortes assimétricos .
